row_index,page,text,x0,y0,x1,y1
152,8,"26,959.46",427.74,337.30,463.09,345.30
152,8,"21,567,568.00",475.34,336.50,538.90,346.50
152,8,aphite,266.60,343.81,288.37,351.81
152,8,Black),290.86,343.81,312.32,351.81
153,8,Sakelar,266.60,360.93,292.34,368.93
153,8,4,294.83,360.93,299.19,368.93
153,8,Tombol,301.69,360.93,327.98,368.93
153,8,1,330.47,360.93,334.83,368.93
153,8,Arah,337.33,360.93,353.65,368.93
153,8,(Gr,356.14,360.93,367.42,368.93
153,8,1630,65.74,367.45,83.18,375.45
153,8,8536,109.76,367.45,127.20,375.45
153,8,301041,144.15,367.45,170.31,375.45
153,8,26,214.70,367.45,223.42,375.45
153,8,800,399.27,367.45,412.35,375.45
153,8,"37,297.30",427.74,367.45,463.09,375.45
153,8,"29,837,840.00",475.34,366.65,538.90,376.65
153,8,aphite,266.60,373.96,288.37,381.96
153,8,Black),290.86,373.96,312.32,381.96
154,8,Stop,266.60,391.08,282.48,399.08
154,8,Kontak,284.98,391.08,309.31,399.08
154,8,Universal,311.81,391.08,343.98,399.08
154,8,Denga,346.48,391.08,369.18,399.08
154,8,1640,65.74,397.60,83.18,405.60
154,8,8536,109.76,397.60,127.20,405.60
154,8,301089,144.15,397.60,170.31,405.60
154,8,"1,000",392.50,397.60,412.36,405.60
154,8,"18,222.97",427.74,397.60,463.09,405.60
154,8,"18,222,970.00",475.34,396.80,538.90,406.80
154,8,n,266.60,404.11,271.06,412.11
154,8,Sakelar,273.55,404.11,299.29,412.11
155,8,1650,65.74,426.55,83.18,434.55
155,8,8536,109.76,426.55,127.20,434.55
155,8,306301,144.15,426.55,170.31,434.55
155,8,26,214.70,426.55,223.42,434.55
155,8,Sakelar,266.60,426.55,292.34,434.55
155,8,Bell,294.83,426.55,307.40,434.55
155,8,(Graphite,309.90,426.55,342.94,434.55
155,8,Black),345.43,426.55,366.89,434.55
155,8,100,399.27,426.55,412.35,434.55
155,8,"22,337.84",427.74,426.55,463.09,434.55
155,8,"2,233,784.00",480.79,425.75,538.90,435.75
156,8,Stop,266.60,448.99,282.48,456.99
156,8,Kontak,284.98,448.99,309.31,456.99
156,8,Saklar,311.81,448.99,333.34,456.99
156,8,(Graphite,335.83,448.99,368.87,456.99
156,8,1660,65.74,455.50,83.18,463.50
156,8,8536,109.76,455.50,127.20,463.50
156,8,301382B,144.15,455.50,175.02,463.50
156,8,26,214.70,455.50,223.42,463.50
156,8,200,399.27,455.50,412.35,463.50
156,8,"25,135.14",427.74,455.50,463.09,463.50
156,8,"5,027,028.00",480.79,454.71,538.90,464.71
156,8,Black),269.10,462.01,290.55,470.01
157,8,Stop,266.60,479.14,282.48,487.14
157,8,Kontak,284.98,479.14,309.31,487.14
157,8,Tipe,311.81,479.14,326.92,487.14
157,8,Schuko,329.42,479.14,354.79,487.14
157,8,(Gr,357.29,479.14,368.56,487.14
157,8,1670,65.74,485.65,83.18,493.65
157,8,8536,109.76,485.65,127.20,493.65
157,8,301687,144.15,485.65,170.31,493.65
157,8,26,214.70,485.65,223.42,493.65
157,8,"2,000",392.50,485.65,412.36,493.65
157,8,"16,885.14",427.74,485.65,463.09,493.65
157,8,"33,770,280.00",475.34,484.85,538.90,494.85
157,8,aphite,266.60,492.16,288.37,500.16
157,8,Black),290.86,492.16,312.32,500.16
158,8,Sakelar,266.60,509.29,292.34,517.29
158,8,Pengatur,294.83,509.29,326.52,517.29
158,8,Kipas,329.02,509.29,347.71,517.29
158,8,Angi,350.21,509.29,365.70,517.29
158,8,1680,65.74,515.80,83.18,523.80
158,8,8536,109.76,515.80,127.20,523.80
158,8,30E201,144.15,515.80,170.44,523.80
158,8,26,214.70,515.80,223.42,523.80
158,8,60,403.63,515.80,412.35,523.80
158,8,"69,790.54",427.74,515.80,463.09,523.80
158,8,"4,187,432.40",480.79,515.00,538.90,525.00
158,8,n,266.60,522.31,271.06,530.31
158,8,200W(Graphite,273.55,522.31,326.88,530.31
158,8,Black),329.38,522.31,350.83,530.31
159,8,1690,65.74,544.75,83.18,552.75
159,8,8536,109.76,544.75,127.20,552.75
159,8,305111S,144.15,544.75,174.77,552.75
159,8,26,214.70,544.75,223.42,552.75
159,8,Outlet,266.60,544.75,288.09,552.75
159,8,TV,290.58,544.75,300.02,552.75
159,8,(Graphite,302.51,544.75,335.55,552.75
159,8,Black),338.05,544.75,359.50,552.75
159,8,200,399.27,544.75,412.35,552.75
159,8,"26,250.00",427.74,544.75,463.09,552.75
159,8,"5,250,000.00",480.79,543.96,538.90,553.96
160,8,Outlet,266.60,567.19,288.09,575.19
160,8,Telepon,290.58,567.19,318.70,575.19
160,8,RJ11,321.19,567.19,338.20,575.19
160,8,(Graphit,340.70,567.19,369.53,575.19
160,8,1700,65.74,573.70,83.18,581.70
160,8,8536,109.76,573.70,127.20,581.70
160,8,305214S,144.15,573.70,174.77,581.70
160,8,26,214.70,573.70,223.42,581.70
160,8,200,399.27,573.70,412.35,581.70
160,8,"27,121.62",427.74,573.70,463.09,581.70
160,8,"5,424,324.00",480.79,572.91,538.90,582.91
160,8,e,266.60,580.22,270.81,588.22
160,8,Black),273.30,580.22,294.76,588.22
161,8,Stop,266.60,597.34,282.48,605.34
161,8,Kontak,284.98,597.34,309.31,605.34
161,8,Saklar,311.81,597.34,333.34,605.34
161,8,Internasi,335.83,597.34,367.07,605.34
161,8,1710,65.74,603.85,83.18,611.85
161,8,8536,109.76,603.85,127.20,611.85
161,8,301080,144.15,603.85,170.31,611.85
161,8,26,214.70,603.85,223.42,611.85
161,8,100,399.27,603.85,412.35,611.85
161,8,"35,270.27",427.74,603.85,463.09,611.85
161,8,"3,527,027.00",480.79,603.06,538.90,613.06
161,8,onal,266.60,610.37,281.41,618.37
161,8,10A(Graphite,283.90,610.37,330.46,618.37
161,8,Black),332.95,610.37,354.41,618.37
162,8,Sakelar,266.60,627.49,292.34,635.49
162,8,1,294.83,627.49,299.19,635.49
162,8,Tombol,301.69,627.49,327.98,635.49
162,8,1,330.47,627.49,334.83,635.49
162,8,Arah,337.33,627.49,353.65,635.49
162,8,(N,358.64,627.49,367.03,635.49
162,8,1720,65.74,634.00,83.18,642.00
162,8,8536,109.76,634.00,127.20,642.00
162,8,301011,144.15,634.00,170.31,642.00
162,8,44,214.70,634.00,223.42,642.00
162,8,500,399.27,634.00,412.35,642.00
162,8,"14,067.57",427.74,634.00,463.09,642.00
162,8,"7,033,785.00",480.79,633.21,538.90,643.21
162,8,atural,266.60,640.52,286.82,648.52
162,8,Champagne),289.31,640.52,334.22,648.52
163,8,Sakelar,266.60,657.64,292.34,665.64
163,8,1,294.83,657.64,299.19,665.64
163,8,Tombol,301.69,657.64,327.98,665.64
163,8,2,330.47,657.64,334.83,665.64
163,8,Arah,337.33,657.64,353.65,665.64
163,8,(Na,356.14,657.64,368.73,665.64
163,8,1730,65.74,664.15,83.18,672.15
163,8,8536,109.76,664.15,127.20,672.15
163,8,301012,144.15,664.15,170.31,672.15
163,8,44,214.70,664.15,223.42,672.15
163,8,200,399.27,664.15,412.35,672.15
163,8,"15,668.92",427.74,664.15,463.09,672.15
163,8,"3,133,784.00",480.79,663.36,538.90,673.36
163,8,tural,266.60,670.67,282.62,678.67
163,8,Champagne),285.12,670.67,330.02,678.67
164,8,Sakelar,266.60,687.79,292.34,695.79
164,8,2,294.83,687.79,299.19,695.79
164,8,Tombol,301.69,687.79,327.98,695.79
164,8,1,330.47,687.79,334.83,695.79
164,8,Arah,337.33,687.79,353.65,695.79
164,8,(Na,356.14,687.79,368.73,695.79
164,8,1740,65.74,694.30,83.18,702.30
164,8,8536,109.76,694.30,127.20,702.30
164,8,301021,144.15,694.30,170.31,702.30
164,8,44,214.70,694.30,223.42,702.30
164,8,500,399.27,694.30,412.35,702.30
164,8,"17,533.78",427.74,694.30,463.09,702.30
164,8,"8,766,890.00",480.79,693.51,538.90,703.51
164,8,tural,266.60,700.82,282.62,708.82
164,8,Champagne),285.12,700.82,330.02,708.82
165,8,Sakelar,266.60,717.94,292.34,725.94
165,8,Pengatur,294.83,717.94,326.52,725.94
165,8,Kipas,329.02,717.94,347.71,725.94
165,8,Angi,350.21,717.94,365.70,725.94
165,8,1750,65.74,724.45,83.18,732.45
165,8,8536,109.76,724.45,127.20,732.45
165,8,30E201,144.15,724.45,170.44,732.45
165,8,12,403.63,724.45,412.35,732.45
165,8,"62,898.65",427.74,724.45,463.09,732.45
165,8,"754,783.80",489.26,723.66,538.90,733.66
165,8,n,266.60,730.97,271.06,738.97
165,8,200W,273.55,730.97,293.84,738.97
166,8,Sakelar,266.60,748.09,292.34,756.09
166,8,2,294.83,748.09,299.19,756.09
166,8,Tombol,301.69,748.09,327.98,756.09
166,8,2,330.47,748.09,334.83,756.09
166,8,Arah,337.33,748.09,353.65,756.09
166,8,(Na,356.14,748.09,368.73,756.09
166,8,1760,65.74,754.60,83.18,762.60
166,8,8536,109.76,754.60,127.20,762.60
166,8,301022,144.15,754.60,170.31,762.60
166,8,44,214.70,754.60,223.42,762.60
166,8,200,399.27,754.60,412.35,762.60
166,8,"20,432.43",427.74,754.60,463.09,762.60
166,8,"4,086,486.00",480.79,753.81,538.90,763.81
166,8,tural,266.60,761.11,282.62,769.11
166,8,Champagne),285.12,761.11,330.02,769.11
167,9,1770,65.74,65.95,83.18,73.95
167,9,8536,109.76,65.95,127.20,73.95
167,9,301031,144.15,65.95,170.31,73.95
167,9,44,214.70,65.95,223.42,73.95
167,9,400,399.27,65.95,412.35,73.95
167,9,"26,959.46",427.74,65.95,463.09,73.95
167,9,"10,783,784.00",475.34,65.15,538.90,75.15
167,9,tural,266.60,72.46,282.62,80.46
167,9,Champagne),285.12,72.46,330.02,80.46
168,9,Sakelar,266.60,89.59,292.34,97.59
168,9,4,294.83,89.59,299.19,97.59
168,9,Tombol,301.69,89.59,327.98,97.59
168,9,1,330.47,89.59,334.83,97.59
168,9,Arah,337.33,89.59,353.65,97.59
168,9,(Na,356.14,89.59,368.73,97.59
168,9,1780,65.74,96.10,83.18,104.10
168,9,8536,109.76,96.10,127.20,104.10
168,9,301041,144.15,96.10,170.31,104.10
168,9,44,214.70,96.10,223.42,104.10
168,9,400,399.27,96.10,412.35,104.10
168,9,"37,297.30",427.74,96.10,463.09,104.10
168,9,"14,918,920.00",475.34,95.30,538.90,105.30
168,9,tural,266.60,102.61,282.62,110.61
168,9,Champagne),285.12,102.61,330.02,110.61
169,9,Sakelar,266.60,119.74,292.34,127.74
169,9,4,294.83,119.74,299.19,127.74
169,9,Tombol,301.69,119.74,327.98,127.74
169,9,2,330.47,119.74,334.83,127.74
169,9,Arah,337.33,119.74,353.65,127.74
169,9,(Na,356.14,119.74,368.73,127.74
169,9,1790,65.74,126.25,83.18,134.25
169,9,8536,109.76,126.25,127.20,134.25
169,9,301042,144.15,126.25,170.31,134.25
169,9,44,214.70,126.25,223.42,134.25
169,9,80,403.63,126.25,412.35,134.25
169,9,"45,405.41",427.74,126.25,463.09,134.25
169,9,"3,632,432.80",480.79,125.45,538.90,135.45
169,9,tural,266.60,132.76,282.62,140.76
169,9,Champagne),285.12,132.76,330.02,140.76
170,9,Sakelar,266.60,149.89,292.34,157.89
170,9,Bell,294.83,149.89,307.40,157.89
170,9,(Natural,309.90,149.89,338.50,157.89
170,9,Champa,341.00,149.89,369.77,157.89
170,9,1800,65.74,156.40,83.18,164.40
170,9,8536,109.76,156.40,127.20,164.40
170,9,306301,144.15,156.40,170.31,164.40
170,9,44,214.70,156.40,223.42,164.40
170,9,100,399.27,156.40,412.35,164.40
170,9,"22,337.84",427.74,156.40,463.09,164.40
170,9,"2,233,784.00",480.79,155.60,538.90,165.60
170,9,gne),266.60,162.91,282.74,170.91
171,9,Stop,266.60,180.04,282.48,188.04
171,9,Kontak,284.98,180.04,309.31,188.04
171,9,Universal,311.81,180.04,343.98,188.04
171,9,Denga,346.48,180.04,369.18,188.04
171,9,1810,65.74,193.06,83.18,201.06
171,9,8536,109.76,193.06,127.20,201.06
171,9,301089,144.15,193.06,170.31,201.06
171,9,44,214.70,193.06,223.42,201.06
171,9,n,266.60,193.06,271.06,201.06
171,9,Sakelar(Natural,273.55,193.06,327.90,201.06
171,9,Champagn,330.39,193.06,368.03,201.06
171,9,400,399.27,193.06,412.35,201.06
171,9,"25,114.86",427.74,193.06,463.09,201.06
171,9,"10,045,944.00",475.34,192.27,538.90,202.27
171,9,e),266.60,206.09,273.86,214.09
172,9,Stop,266.60,223.21,282.48,231.21
172,9,Kontak,284.98,223.21,309.31,231.21
172,9,Tipe,311.81,223.21,326.92,231.21
172,9,Schuko,329.42,223.21,354.79,231.21
172,9,(N,357.29,223.21,365.68,231.21
172,9,1820,65.74,229.72,83.18,237.72
172,9,8536,109.76,229.72,127.20,237.72
172,9,301687,144.15,229.72,170.31,237.72
172,9,44,214.70,229.72,223.42,237.72
172,9,"1,000",392.50,229.72,412.36,237.72
172,9,"16,885.14",427.74,229.72,463.09,237.72
172,9,"16,885,140.00",475.34,228.93,538.90,238.93
172,9,atural,266.60,236.24,286.82,244.24
172,9,Champagne),289.31,236.24,334.22,244.24
173,9,Sakelar,266.60,253.36,292.34,261.36
173,9,Pengatur,294.83,253.36,326.52,261.36
173,9,Kipas,329.02,253.36,347.71,261.36
173,9,Angi,350.21,253.36,365.70,261.36
173,9,1830,65.74,266.39,83.18,274.39
173,9,8536,109.76,266.39,127.20,274.39
173,9,30E201,144.15,266.39,170.44,274.39
173,9,44,214.70,266.39,223.42,274.39
173,9,n,266.60,266.39,271.06,274.39
173,9,200W(Natural,273.55,266.39,322.45,274.39
173,9,Champagne,324.94,266.39,366.79,274.39
173,9,6,407.99,266.39,412.35,274.39
173,9,"69,790.54",427.74,266.39,463.09,274.39
173,9,"418,743.24",489.26,265.59,538.90,275.59
173,9,),266.60,279.41,269.66,287.41
174,9,Outlet,266.60,296.54,288.09,304.54
174,9,TV,290.58,296.54,300.02,304.54
174,9,(Natural,302.51,296.54,331.12,304.54
174,9,Champag,333.62,296.54,366.80,304.54
174,9,1840,65.74,303.05,83.18,311.05
174,9,8536,109.76,303.05,127.20,311.05
174,9,305111S,144.15,303.05,174.77,311.05
174,9,44,214.70,303.05,223.42,311.05
174,9,300,399.27,303.05,412.35,311.05
174,9,"26,250.00",427.74,303.05,463.09,311.05
174,9,"7,875,000.00",480.79,302.25,538.90,312.25
174,9,ne),266.60,309.56,278.32,317.56
175,9,Outlet,266.60,326.68,288.09,334.68
175,9,Telepon,290.58,326.68,318.70,334.68
175,9,RJ11,321.19,326.68,338.20,334.68
175,9,(Natur,343.19,326.68,365.78,334.68
175,9,1850,65.74,333.20,83.18,341.20
175,9,8536,109.76,333.20,127.20,341.20
175,9,305214S,144.15,333.20,174.77,341.20
175,9,44,214.70,333.20,223.42,341.20
175,9,200,399.27,333.20,412.35,341.20
175,9,"27,121.62",427.74,333.20,463.09,341.20
175,9,"5,424,324.00",480.79,332.40,538.90,342.40
175,9,al,266.60,339.71,272.62,347.71
175,9,Champagne),275.11,339.71,320.02,347.71
176,9,1860,65.74,362.15,83.18,370.15
176,9,8536,109.76,362.15,127.20,370.15
176,9,305111S,144.15,362.15,174.77,370.15
176,9,Outlet,266.60,362.15,288.09,370.15
176,9,TV,290.58,362.15,300.02,370.15
176,9,"1,000",392.50,362.15,412.36,370.15
176,9,"19,358.00",427.74,362.15,463.09,370.15
176,9,"19,358,000.00",475.34,361.35,538.90,371.35
177,9,Stop,266.60,384.59,282.48,392.59
177,9,Kontak,284.98,384.59,309.31,392.59
177,9,Saklar,311.81,384.59,333.34,392.59
177,9,Internasi,335.83,384.59,367.07,392.59
177,9,1870,65.74,397.61,83.18,405.61
177,9,8536,109.76,397.61,127.20,405.61
177,9,301080,144.15,397.61,170.31,405.61
177,9,44,214.70,397.61,223.42,405.61
177,9,onal,266.60,397.61,281.41,405.61
177,9,10A(Natural,283.90,397.61,326.02,405.61
177,9,Champagn,328.52,397.61,366.16,405.61
177,9,100,399.27,397.61,412.35,405.61
177,9,"35,270.27",427.74,397.61,463.09,405.61
177,9,"3,527,027.00",480.79,396.82,538.90,406.82
177,9,e),266.60,410.64,273.86,418.64
178,9,1880,65.74,433.08,83.18,441.08
178,9,3926,109.76,433.08,127.20,441.08
178,9,60710-50,144.15,433.08,177.57,441.08
178,9,Inbow,266.60,433.08,288.73,441.08
178,9,Dus,291.22,433.08,304.67,441.08
178,9,"3,600",392.50,433.08,412.36,441.08
178,9,"1,945.95",432.10,433.08,463.09,441.08
178,9,"7,005,420.00",480.79,432.28,538.90,442.28
179,9,1890,65.74,460.83,83.18,468.83
179,9,3926,109.76,460.83,127.20,468.83
179,9,S154,144.15,460.83,161.69,468.83
179,9,Penutup,266.60,460.83,295.67,468.83
179,9,Sakelar,298.17,460.83,323.90,468.83
179,9,Tahan,326.40,460.83,348.36,468.83
179,9,Air,350.86,460.83,360.35,468.83
179,9,560,399.27,460.83,412.35,468.83
179,9,"12,162.16",427.74,460.83,463.09,468.83
179,9,"6,810,809.60",480.79,460.04,538.90,470.04
180,9,1900,65.74,488.59,83.18,496.59
180,9,3926,109.76,488.59,127.20,496.59
180,9,S155,144.15,488.59,161.69,496.59
180,9,Penutup,266.60,488.59,295.67,496.59
180,9,Stopkontak,298.17,488.59,337.67,496.59
180,9,Anti,340.17,488.59,353.91,496.59
180,9,Air,356.41,488.59,365.90,496.59
180,9,300,399.27,488.59,412.35,496.59
180,9,"12,810.81",427.74,488.59,463.09,496.59
180,9,"3,843,243.00",480.79,487.79,538.90,497.79
181,9,Sakelar,266.60,511.03,292.34,519.03
181,9,1,294.83,511.03,299.19,519.03
181,9,Tombol,301.69,511.03,327.98,519.03
181,9,Intermedia,330.47,511.03,369.02,519.03
181,9,1910,65.74,517.54,83.18,525.54
181,9,8536,109.76,517.54,127.20,525.54
181,9,581126,144.15,517.54,170.31,525.54
181,9,30,403.63,517.54,412.35,525.54
181,9,"27,972.97",427.74,517.54,463.09,525.54
181,9,"839,189.10",489.26,516.74,538.90,526.74
181,9,te,266.60,524.05,273.48,532.05
182,9,Sakelar,266.60,541.18,292.34,549.18
182,9,Pengatur,294.83,541.18,326.52,549.18
182,9,Kipas,329.02,541.18,347.71,549.18
182,9,Angi,350.21,541.18,365.70,549.18
182,9,1920,65.74,547.69,83.18,555.69
182,9,8536,109.76,547.69,127.20,555.69
182,9,58E201,144.15,547.69,170.44,555.69
182,9,12,403.63,547.69,412.35,555.69
182,9,"77,027.03",427.74,547.69,463.09,555.69
182,9,"924,324.36",489.26,546.89,538.90,556.89
182,9,n,266.60,554.20,271.06,562.20
182,9,200W,273.55,554.20,293.84,562.20
183,9,Sakelar,266.60,571.33,292.34,579.33
183,9,2,294.83,571.33,299.19,579.33
183,9,Tombol,301.69,571.33,327.98,579.33
183,9,2,330.47,571.33,334.83,579.33
183,9,Arah,337.33,571.33,353.65,579.33
183,9,(S,356.14,571.33,363.66,579.33
183,9,1930,65.74,577.84,83.18,585.84
183,9,8536,109.76,577.84,127.20,585.84
183,9,581122,144.15,577.84,170.31,585.84
183,9,61,214.70,577.84,223.42,585.84
183,9,400,399.27,577.84,412.35,585.84
183,9,"21,891.89",427.74,577.84,463.09,585.84
183,9,"8,756,756.00",480.79,577.04,538.90,587.04
183,9,moky,266.60,584.35,285.62,592.35
183,9,Grey),288.11,584.35,307.58,592.35
184,9,Stop,266.60,601.48,282.48,609.48
184,9,Kontak,284.98,601.48,309.31,609.48
184,9,Universal,311.81,601.48,343.98,609.48
184,9,Denga,346.48,601.48,369.18,609.48
184,9,1940,65.74,607.99,83.18,615.99
184,9,8536,109.76,607.99,127.20,615.99
184,9,581089,144.15,607.99,170.31,615.99
184,9,61,214.70,607.99,223.42,615.99
184,9,400,399.27,607.99,412.35,615.99
184,9,"31,216.22",427.74,607.99,463.09,615.99
184,9,"12,486,488.00",475.34,607.19,538.90,617.19
184,9,n,266.60,614.50,271.06,622.50
184,9,Sakelar(Smoky,273.55,614.50,325.82,622.50
184,9,Grey),328.31,614.50,347.78,622.50
185,9,Sakelar,266.60,631.63,292.34,639.63
185,9,Pengatur,294.83,631.63,326.52,639.63
185,9,Kipas,329.02,631.63,347.71,639.63
185,9,Angi,350.21,631.63,365.70,639.63
185,9,1950,65.74,638.14,83.18,646.14
185,9,8536,109.76,638.14,127.20,646.14
185,9,58E201,144.15,638.14,170.44,646.14
185,9,61,214.70,638.14,223.42,646.14
185,9,12,403.63,638.14,412.35,646.14
185,9,"81,081.08",427.74,638.14,463.09,646.14
185,9,"972,972.96",489.26,637.34,538.90,647.34
185,9,n,266.60,644.65,271.06,652.65
185,9,200W,273.55,644.65,293.84,652.65
185,9,(Smoky,296.34,644.65,322.86,652.65
185,9,Grey),325.36,644.65,344.82,652.65
186,9,Sakelar,266.60,661.78,292.34,669.78
186,9,1,294.83,661.78,299.19,669.78
186,9,Tombol,301.69,661.78,327.98,669.78
186,9,Intermedia,330.47,661.78,369.02,669.78
186,9,1960,65.74,668.29,83.18,676.29
186,9,8536,109.76,668.29,127.20,676.29
186,9,581126,144.15,668.29,170.31,676.29
186,9,26,214.70,668.29,223.42,676.29
186,9,40,403.63,668.29,412.35,676.29
186,9,"32,027.03",427.74,668.29,463.09,676.29
186,9,"1,281,081.20",480.79,667.49,538.90,677.49
186,9,te,266.60,674.80,273.48,682.80
186,9,(Graphite,275.98,674.80,309.02,682.80
186,9,Black),311.51,674.80,332.97,682.80
187,9,1970,65.74,697.24,83.18,705.24
187,9,8536,109.76,697.24,127.20,705.24
187,9,305214S,144.15,697.24,174.77,705.24
187,9,Outlet,266.60,697.24,288.09,705.24
187,9,Telepon,290.58,697.24,318.70,705.24
187,9,RJ11,321.19,697.24,338.20,705.24
187,9,200,399.27,697.24,412.35,705.24
187,9,"20,229.73",427.74,697.24,463.09,705.24
187,9,"4,045,946.00",480.79,696.45,538.90,706.45
188,9,Sakelar,266.60,719.68,292.34,727.68
188,9,2-,294.83,719.68,302.10,727.68
188,9,1980,65.74,732.71,83.18,740.71
188,9,8536,109.76,732.71,127.20,740.71
188,9,581146,144.15,732.71,170.31,740.71
188,9,26,214.70,732.71,223.42,740.71
188,9,Tombol,266.60,732.71,292.89,740.71
188,9,Intermediate(Graphit,295.38,732.71,369.65,740.71
188,9,12,403.63,732.71,412.35,740.71
188,9,"60,000.00",427.74,732.71,463.09,740.71
188,9,"720,000.00",489.26,731.91,538.90,741.91
188,9,e,266.60,745.73,270.81,753.73
188,9,Black),273.30,745.73,294.76,753.73
189,9,Sakelar,266.60,762.86,292.34,770.86
189,9,Pengatur,294.83,762.86,326.52,770.86
189,9,Kipas,329.02,762.86,347.71,770.86
189,9,Angi,350.21,762.86,365.70,770.86
189,9,1990,65.74,769.37,83.18,777.37
189,9,8536,109.76,769.37,127.20,777.37
189,9,58E201,144.15,769.37,170.44,777.37
189,9,26,214.70,769.37,223.42,777.37
189,9,12,403.63,769.37,412.35,777.37
189,9,"81,081.08",427.74,769.37,463.09,777.37
189,9,"972,972.96",489.26,768.57,538.90,778.57
189,9,n,266.60,775.88,271.06,783.88
189,9,200W,273.55,775.88,293.84,783.88
189,9,(Graphite,296.34,775.88,329.38,783.88
189,9,Black),331.87,775.88,353.33,783.88
