display_name,party_type,tin_display,country_code,transaction_code,email,address_full,buyer_document,buyer_document_number,buyer_idtku,seller_display_name,seller_internal_party_id__do_not_edit,internal_party_id__do_not_edit
PT. Berkah Malindo Perkasa,buyer,818126583452000,IDN,4,,Jl. Raya Manis II 3 Multigudang Blok E No.11 RT:004 RW:001 Kel.Kadu Kec.Curug Kota/Kab.Tangerang Banten 15810,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Freyabadi Indotama,buyer,15112006431000,IDN,4,,JL. MALIGI III LOT J-2A KAWASAN INDUSTRI KIIC Blok - No.- RT:000 RW:000 Kel.TELUK RAMBE Kec.TELUK RAMBE Kota/Kab.KARAWANG - 41361,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Whakyung Aroma Creation,buyer,26049544018000,IDN,4,,"WISMA BUMIPUTERA LT.8, JL JEND SUDIRMAN KAV 75 Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.JAKARTA SELATAN - 12910",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Sinar Mulia Sukses Makmur,buyer,19634856011000,IDN,4,,"Mall Ambassador Lt. 3 No. 36, Jl. Prof. DR. Satrio Blok - No.- RT:000 RW:000 Kel.Kuningan Kec.Setiabudi Kota/Kab.Jakarta Selatan - 00000",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Kiantaka Rasa,buyer,14953160415000,IDN,4,,KP.Kadu Blok - No.- RT:006 RW:001 Kel.BUNDER Kec.CIKUPA Kota/Kab.TANGERANG BANTEN 15710,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Aroma Dinamis Sejahtera,buyer,946718244085000,IDN,4,,Green Sedayu Bizpark No. 16 Daan Mogot 10 Jl. Daan Mogot Raya KM 19 Blok - No.- RT:003 RW:008 Kel.- Kec.Kalideres Kota/Kab.Jakarta Barat - 11840,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
ADITHYA PRATAMA,buyer,743617060411001,IDN,4,,TAMAN TEKNO BSD SEKTOR XI Blok L-2 No.10 RT:000 RW:000 Kel.SETU Kec.SETU Kota/Kab.TANGERANG SELATAN BANTEN 00000,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Aroma Indonesia Internasional,buyer,823032842424000,IDN,4,,"JALAN TAMAN KOPO KATAPANG, C1, 10 Blok 0 No.00 RT:000 RW:000 Kel.PANGAUBAN Kec.KATAPANG Kota/Kab.BANDUNG JAWA BARAT 40921",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Natura Laboratoria Prima,buyer,19603174029000,IDN,4,,Jl. Kaji Blok 0 No.54 RT:008 RW:007 Kel.Petojo Utara Kec.Gambir Kota/Kab.Jakarta Pusat DKI Jakarta 00000,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Kharisma Prima Abadi,buyer,17570938542000,IDN,4,,JL. Kebon Agung Km.1 Blok 0 No.7 RT:000 RW:000 Kel.Sendangadi Kec.Mlati Kota/Kab.Sleman DI Yogyakarta 00000,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Cipta Selera Semesta,buyer,19810944415000,IDN,4,,KP. KRAMAT Blok 0 No.0 RT:000 RW:000 Kel.SUMUR BANDUNG Kec.JAYANTI Kota/Kab.TANGERANG BANTEN 15643,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Sumber Sejahtera Mandiri Industri,buyer,935236885452000,IDN,4,,KAWASAN PERGUDANGAN DAN INDUSTRI TUNAS BITUNG JALAN RAYA SERANG KM.13.8 Blok B.1 No.07 RT:000 RW:000 Kel.PASIR JAYA Kec.CIKUPA Kota/Kab.TANGERANG BANTEN 00000,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Foodindo Dwivestamas,buyer,21987417431000,IDN,4,,JL. INDUSTRI SELATAN IV KAWASAN INDUSTRI JABABEKA Blok GG-5G No.0 RT:000 RW:000 Kel.- Kec.- Kota/Kab.BEKASI JAWA BARAT 00000,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Dapur Cokelat,buyer,21844691411000,IDN,4,,JL. H NIBAN RIMIN Blok 0 No.99 RT:000 RW:000 Kel.BUARAN Kec.SERPONG Kota/Kab.TANGERANG SELATAN BANTEN 15310,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
SIAN SUMIRAN,buyer,945908374034000,IDN,4,,CENGKARENG TIMUR Blok 0 No.0 RT:010 RW:011 Kel.CENGKARENG TIMUR Kec.CENGKARENG Kota/Kab.JAKARTA BARAT DKI JAKARTA 00000,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Hon Chuan Indonesia,buyer,23121296052000,IDN,4,,"JL. KENARI, KAWASAN INDUSTRI DELTA SILICON V Blok - No.- RT:000 RW:000 Kel.CICAU Kec.CIKARANG PUSAT Kota/Kab.BEKASI JAWA BARAT 17530",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Perkebunan Nusantara Viii,buyer,10611341051000,IDN,4,,JL. Sindang Sirnano Blok - No.4 RT:000 RW:000 Kel.Sukasari Kec.sukasari Kota/Kab.Bandung - 00000,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Indofood Cbp Sukses Makmur Tbk,buyer,0029930856092000,IDN,4,,"Gedung Sudirman Plaza - Setiabudi, Kota ADM. Jakata Selatan DKI Jakarta, 12910",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Mitraboga Kreasi Prima,buyer,0729372888085000,IDN,4,,"Gedung OT, Jl. Lingkar Luar Barat Kav. 35-36 Rawa Buaya Cengkareng Jakarta Barat",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. You Indonesia,buyer,0940041130011000,IDN,4,,"Gedung Millenium Centennial Centre Lt. 38, Jl. Jend. Sudirman Kav 25 RT.001 RW.001 Karet, Setiabudi Jakarta Selatan",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Sumber Rasa Nusantara Industri,buyer,0963412523047000,IDN,4,,Jl. Pantai Indah Barat Komplek Town Office Home Office (TOHO) Pantai Indah Kapuk Blok B No 20 Kamal Muara Penjaringan Jakut,TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Komunitas Flavoria Indonesia,buyer,0614146488451000,IDN,4,,"Jl Daan Mogot KM 21 No 1 Pergudangan Eraprima Blok Q9 Batuceper, Tangerang 15122",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
PT. Sinar Sosro Gunung Slamat,buyer,0011076700511000,IDN,4,,"JL MAYJEN SUTOYO NO.28, RT 000, RW 000, SLAWI WETAN, SLAWI, KAB. TEGAL, JAWA TENGAH 52411",TIN,,,,8da10eef-ea32-45c5-9b82-febbabbb5658,
