display_name,party_type,tin_display,country_code,transaction_code,email,address_full,buyer_document,buyer_document_number,buyer_idtku,seller_display_name,seller_internal_party_id__do_not_edit,internal_party_id__do_not_edit
PT. Surya Marga Luhur,buyer,13666540073000,IDN,4,,JL. KH. MOH MANSYUR Blok 000 No.19-E RT:000 RW:000 Kel.DURI PULO Kec.GAMBIR Kota/Kab.JAKARTA PUSAT DKI JAKARTA 10140,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Showa Autoparts Indonesia,buyer,315731943413000,IDN,4,,KAWASAN INDUSTRI TERPADU INDONESIA CHINA KAV. 43 Blok 000 No.000 RT:000 RW:000 Kel.NAGASARI Kec.SERANG BARU Kota/Kab.BEKASI JAWA BARAT 17330,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Cakrawana Adi Perkasa,buyer,32027609061000,IDN,4,,JL. LAPANGAN TEMBAK RUKO CIBUBUR INDAH Blok F No.11 RT:000 RW:000 Kel.CIBUBUR Kec.CIRACAS Kota/Kab.JAKARTA TIMUR DKI JAKARTA 13720,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Gwantama Nusa Mandiri,buyer,17465626028000,IDN,4,,JL. PETOJO SELATAN VII Blok 000 No.10-B RT:000 RW:000 Kel.CIDENG Kec.GAMBIR Kota/Kab.JAKARTA PUSAT DKI JAKARTA 10150,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Tirta Jaya Primakarsa,buyer,21889191037000,IDN,4,,GRAHA ARTERI MAS KAV 27. JL. PANJANG Blok 000 No.68 RT:000 RW:000 Kel.KEDOYA SELATAN Kec.KEBON JERUK Kota/Kab.JAKARTA BARAT DKI JAKARTA 11520,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Schneider Indonesia,buyer,10617470092000,IDN,4,,"GEDUNG CIBIS NINE LANTAI 16, JL. T.B SIMATUPANG NO. 02 RT. 013 RW. 005 JAKARTA SELATAN",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Fasto Mandiri Solusindo,buyer,947012928413000,IDN,4,,"RUKO GARDEN HOUSE BG 1 NOMOR 67, JALAN ORCHARD AVENUE LAMBANGJAYA TAMBUN SELATAN KAB.BEKASI JAWA BARAT 17530",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Way Tech Indonesia,buyer,705007334413000,IDN,4,,PERUM TAMAN SENTOSA Blok E2 No.23 RT:033 RW:007 Kel.PASIRSARI Kec.CIKARANG SELATAN Kota/Kab.BEKASI JAWA BARAT 17530,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Kreasi Manjangan Jayamukti,buyer,16093270061000,IDN,4,,JL. MAMPANG PRAPATAN RAYA Blok 000 No.108 RT:000 RW:000 Kel.DUREN TIGA Kec.PANCORAN Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12760,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. General Machmudy Technindo,buyer,314483793601000,IDN,4,,GAYAM Blok 000 No.000 RT:008 RW:002 Kel.GAYAM Kec.NGASEM Kota/Kab.BOJONEGORO JAWA TIMUR 62154,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Kangar Consolidated Industries,buyer,10006021052000,IDN,4,,JL. RAYA BEKASI KM 24.5 Blok 000 No.000 RT:000 RW:000 Kel.UJUNG MENTENG Kec.CAKUNG Kota/Kab.JAKARTA TIMUR DKI JAKARTA 13960,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
Ade Supriatna,buyer,584494397008000,IDN,4,,KP BULAK Blok 000 No.14 RT:004 RW:016 Kel.KLENDER Kec.DUREN SAWIT Kota/Kab.JAKARTA TIMUR DKI JAKARTA 13440,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Bicc Berca Cables,buyer,10713501055000,IDN,4,,"KAWASAN INDUSTRI CCM JL RAYA SERANG KM 28,5 KP.CIAPUS Blok 000 No.000 RT:000 RW:000 Kel.CANGKUDU Kec.BALARAJA Kota/Kab.TANGERANG BANTEN 15610",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Siemens Indonesia,buyer,13101050092000,IDN,4,,"JL. JEND. A. YANI KAV.67-68, PULOMAS Blok 000 No.000 RT:000 RW:000 Kel.KAYU PUTIH Kec.PULO GADUNG Kota/Kab.JAKARTA TIMUR DKI JAKARTA 13210",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Surya Toto Indonesia Tbk,buyer,10002392054000,IDN,4,,JL. LETJEN S. PARMAN KAV 81 Blok 000 No.000 RT:004 RW:009 Kel.KOTA BAMBU SELATAN Kec.PALMERAH Kota/Kab.JAKARTA BARAT DKI JAKARTA 11420,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Gloster Furniture,buyer,10643153057000,IDN,4,,JL. MAYJEN SUGKONO Blok 000 No.3 RT:000 RW:000 Kel.GULOMANTUNG Kec. KEBOMAS Kota/Kab.GRESIK JAWA TIMUR 61161,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Maxitherm Boilers Indonesia,buyer,312706617413000,IDN,4,,JL. KAPUK KAWASAN INDUSTRI DELTA SILICON III Blok F20 No.11A RT:000 RW:000 Kel.CICAU Kec.CIKARANG PUSAT Kota/Kab.BEKASI JAWA BARAT 17530,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Gading Mas Utama,buyer,24464489451000,IDN,4,,JL. KELAPA LILIN UTARA IV DF.6/30 SEKTOR 7C Blok 000 No.000 RT:002 RW:010 Kel.KELAPA DUA Kec.CURUG Kota/Kab.TANGERANG JAWA BARAT 15810,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Daya Nusantara Adyatama,buyer,826198400601000,IDN,4,,SUMUR PANDAN - JAMBARAN Blok 000 No.000 RT:013 RW:003 Kel.GAYAM Kec.GAYAM Kota/Kab.BOJONEGORO JAWA TIMUR 62156,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Valmet Technology Center,buyer,729100339022000,IDN,4,,"ANZ TOWER BUILDING LT.9, JL. JEND. SUDIRMAN KAV. 33A Blok 000 No.000 RT:000 RW:000 Kel.KARET TENGSIN Kec.TANAH ABANG Kota/Kab.JAKARTA PUSAT DKI JAKARTA 10220",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Bersinar Gemilang Sukses,buyer,747725919002000,IDN,4,,"GD. PEMBINA GRAHA BLOK 2 RUANG 125, JL. DI. PANJAITAN Blok 000 No.45 RT:017 RW:006 Kel.RAWA BUNGA Kec.JATINEGARA Kota/Kab.JAKARTA TIMUR DKI JAKARTA 13350",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Cahaya Buana Prasetia,buyer,844304543453000,IDN,4,,RUKO HARVEST JL. MERPATI RAYA Blok 000 No.105 RT:000 RW:000 Kel.SAWAH Kec.CIPUTAT Kota/Kab.TANGERANG SELATAN BANTEN 15413,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Vpower Operation Services,buyer,32625600037000,IDN,4,,JL. KEUTAMAAN Blok 000 No.36 RT:000 RW:000 Kel.KRUKUT Kec.TAMANSARI Kota/Kab.JAKARTA BARAT DKI JAKARTA 11140,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Ganda Berkat Usaha,buyer,758941843032000,IDN,4,,"LINDETEVES TRADE CENTER LANTAI GF1 BLOK C3 NO. 3, JL. HAYAM WURUK Blok 000 No.127 RT:000 RW:000 Kel.MANGGA BESAR Kec.TAMANSARI Kota/Kab.JAKARTA BARAT DKI JAKARTA 11180",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Paragon Technology And Innovation,buyer,13988258062000,IDN,4,,JL. CILEDUG RAYA Blok 000 No.10 RT:018 RW:003 Kel.ULUJAMI Kec.PESANGGRAHAN Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12250,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Paul Buana Indonesia,buyer,18245605052000,IDN,4,,TAMAN TEKNO BSD SEKTOR XI B Blok 000 No.10-11 RT:000 RW:000 Kel.SETU Kec.SETU Kota/Kab.TANGERANG SELATAN BANTEN 15314,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Xentra One,buyer,315921155451000,IDN,4,,RUKO DASANA XENTRE Blok ED No.2 RT:000 RW:000 Kel.BOJONG NANGKA Kec.KELAPA DUA Kota/Kab.TANGERANG BANTEN 15810,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Universal Indofood Product,buyer,11000155123000,IDN,4,,JL. K.L. YOS SUDARSO KM 7.3 Blok 000 No.000 RT:000 RW:000 Kel.TANJUNG MULIA Kec.MEDAN DELI Kota/Kab.MEDAN SUMATERA UTARA 20241,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Mandala Putra,buyer,311918668419000,IDN,4,,Komp BPI Blok D3 No.13 RT:002 RW:006 Kel.Sukasari Kec.Kaduhejo Kota/Kab.Pandeglang Banten 42253,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Exterran Indonesia,buyer,20054243059000,IDN,4,,JEND SUDIRMAN KAV 52-53 EQUTY TOWER LT 33 UNIT F SCBD Blok F No.9 RT:005 RW:003 Kel.SENAYANA Kec.KEBAYORAN BARU Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12190,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Prysmian Cables Indonesia,buyer,10712339055000,IDN,4,,"Kawasan Industri Indotaisei Sektor, Kota Bukit Indah Blok G1 No.1A RT:000 RW:000 Kel.Kalihurip Kec.Cikampek Kota/Kab.Karawang Jawa Barat 41373",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Tetra Pak Indonesia,buyer,20055240059000,IDN,4,,JL. BUNCIT RAYA KAV.100 LT.3 Blok 000 No.000 RT:000 RW:000 Kel.PEJATEN BARAT Kec.PASAR MINGGU Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12510,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Denson Prima Utama,buyer,768374613615000,IDN,4,,"KOMPLEK RUKO PANJI MAKMUR, JALAN PANJANGJIWO Blok C-1 No.46-48 RT:000 RW:000 Kel.PANJANGJIWO Kec.TENGGILIS MEJOYO Kota/Kab.SURABAYA JAWA TIMUR 00000",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Cemindo Gemilang,buyer,31487143041000,IDN,4,,JL. RAYA PLUIT SELATAN Blok S No.8 I-J RT:022 RW:008 Kel.PENJARINGAN Kec.PENJARINGAN Kota/Kab.JAKARTA UTARA DKI JAKARTA 14440,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Marifan Teknik,buyer,20627527032000,IDN,4,,HWI LINDETEVES LT.3 Blok A No.39 RT:000 RW:000 Kel.MANGGA BESAR Kec.TAMANSARI Kota/Kab.JAKARTA BARAT DKI JAKARTA 11150,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Ceremai Putra Tekindo,buyer,210121489418000,IDN,4,,"Oskar II , Pondok Permai Blok 32 No.26 RT:005 RW:003 Kel.KUTA BARU Kec.PASARKEMIS Kota/Kab.TANGERANG BANTEN 15560",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Ots Logistik Indonesia,buyer,27768225033001,IDN,4,,Jl. Kalibesar Barat Blok 000 No.50 RT:006 RW:003 Kel.Roa Malaka Kec.Tambora Kota/Kab.Jakarta Barat DKI Jakarta 11230,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Oaktech Nusantara,buyer,13510615036000,IDN,4,,JL. SATRIA NO.1 JELAMBAR GROGOL PETAMBURAN,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Phoenix Contact,buyer,313751471411000,IDN,4,,"The Prominence Office Tower Lantai 17 Unit A, Jl. Jalur Sutera Barat No.15, Panunggangan Timur Pinang",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sigma Mitra Indonesia,buyer,315043505413000,IDN,4,,RUKO BOSTON SQUARE KOTA WISATA BLOK RK 2 NO. 16 RT. 001 RW. 047,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Versada Tiga Sentosa,buyer,737477380413000,IDN,4,,"RUKO ROXY, JL. MH. THAMRIN LIPPO CIKARANG A NO. 10, CIBATU, CIKARANG SELATAN, BEKASI, JAWA BARAT",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Arthawenasakti Gemilang,buyer,15236979651000,IDN,4,,JL.A.YANI UTARA NO. 32 ARJOSARI - BLIMBING MALANG,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Bobst Jakarta,buyer,21163498056000,IDN,4,,GEDUNG THE VIDA BUILDING LT.3A UNIT.10 JL. RAYA PEJUANGAN NO.08 RT. 001 RW. 07 KEBON JERUK KEBON JERUK JAKARTA BARAT DKI JAKARTA,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Hyundai Motor Manufacturing Indonesia,buyer,926252982014000,IDN,4,,"GREENDLAND INTERNATIONAL INDUSTRIAL CENTER KOTA DELTAMAS LOT DG, ZONA D, SUKAMUKTI, BOJONGMANGU, KAB.BEKASI, JAWA BARAT, 17350",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sisi Cipta Dimensi,buyer,25979642412000,IDN,4,,JL. KECAPI NO.07 RT.01 RW.03 BEJI TIMUR DEPOK,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Wifgasindo Dinamika Instrument,buyer,13642079038000,IDN,4,,"RUKO TOMANG TOL RAYA BLOK I NO.46 RT 019/004, KEDOYA SELATAN KEBON JERUK JAKARTA BARAT DKI JAKARTA RAYA - 11520",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Mitra Sembada,buyer,30882674603000,IDN,4,,"PERUMAHAN CITRA SURYA MAS L-01 RT.030 RW.010, JUMPUTREJO, SUKODONO, SIDOARJO, JAWA TIMUR",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Cyber Network Indonesia,buyer,24272197014000,IDN,4,,GD.CYBER LT.9 JL.KUNINGAN BARAT I NO.8 RT.001 RW.003 KUNINGAN BARAT MAMPANG PRAPATAN JAKARTA SELATAN DKI JAKARTA 12710,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Mitra Agung Elektrindo,buyer,946402906085000,IDN,4,,JL. SETU MARET KOMPLEK PERGUDANGAN BIZZ MART NO 90 I RT.000 RW.000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Usaha Mandirijaya,buyer,952470714451000,IDN,4,,"RUKO ARGA INDAH BLOK FG NO.02 RT.008 RW.011 GELAM JAYA, PASAR KEMIS KAB. TANGERANG BANTEN",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Lingga Makmur Elektrika,buyer,21889415037000,IDN,4,,KP.BULU RT 004/RW 003 NO.26 SETIA MEKAR TAMBUN SELATAN - BEKASI,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Cnm Biz Indonesia,buyer,967696675013000,IDN,4,,"GANDARIA 8, LANTAI 10 UNIT B, JL.SULTAN ISKANDAR MUDA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. South Pacific Viscose,buyer,10005734092000,IDN,4,,"SAMPOERNA STRATEGIC SQUARE, SOUTH TOWER, LT.22 JL.JEND. SUDIRMAN KAV. 45-46 SETIA BUDI JAKARTA SELATAN-DKI JAKARTA RAYA 12930",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Jiona Sejati,buyer,27899335429000,IDN,4,,"JL. GOLF BARAT VI NO.3, SUKAMISKIN, ARCAMANIK, BANDUNG, JAWA BARAT, BANDUNG , JAWA BARAT",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Everquip,buyer,29853561211000,IDN,4,,"JL RIAU GG SAERAN, 4, AIR HITAM, PAYUNG SEKAKI, KOTA PEKANBARU, RIAU, 28234",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Maestro Manggala Gemilang,buyer,947022075416000,IDN,4,,"CIPONDOH MAKMUR JL.MANGGALA 2 BLOK M-1 NO.13, CIPONDOH MAKMUR, CIPONDOH, KOTA TANGERANG, BANTEN, 15148",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Trifera Mandiri,buyer,628842890601000,IDN,4,,"JALAN PURWOSARI - TAMBAKREJO NO. 546 RT.001, PURWOSARI, PURWOSARI, KAB. BOJONEGORO JAWA TIMUR",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Nobi Putra Angkasa,buyer,13692447007000,IDN,4,,"JL. PULOBUARAN RAYA KAV.III-FF5, KIP, JATINEGARA, JATINEGARA, CAKUNG, JAKARTA TIMUR, DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Narmada Setia,buyer,661721233407000,IDN,4,,"JL. KH AGUS SALIM, BALOK C 6, 6, BEKASIJAYA, BEKASI TIMUR, KOTA BEKASI, JAWA BARAT, 17112",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Teknokrat Mitra Data,buyer,711109223036000,IDN,4,,APARTEMEN MEDITERANIA GARDEN RESIDENCES 1 TOWER AZALEA LT.2 UNIT A02/03B JL. TANJUNG DUREN RAYA KAV.5-9 RT.003 RW.005 TANJUNG DUREN SELATAN GROGOL PETAMBBURAN,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Wira Jaya Saswata,buyer,398891135411000,IDN,4,,"RUKO GOLDEN MADRID 1 BLOK E2 JL. LETJEN SUTOPO RAWA MEKARJAYA, SERPONG KOTA TANGERANG SELATAN BANTEN",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Kinerja Mandiri Utama,buyer,856311402619000,IDN,4,,"JL. MANYAR KERTOADI 81 D MANYAR SABRANGAN, MULYOREJO KOTA SURABAYA JAWA TIMUR",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Basuki Pratama Engneering,buyer,13183447007000,IDN,4,,JL. PULO LENTUT NO.2 KIP RAWA TERATE - CAKUNG JAKARTA TIMUR 13920,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Apm Hyundai Transys Indonesia,buyer,949521728414000,IDN,4,,"GREENLAND INTERNATIONAL INDUSTRIAL CENTER (GIIC), CD, 7A, PASIRANJI, CIKARANG PUSAT, KAB BEKASI, JAWA BARAT, 17531",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. App Purinusa Ekapersada,buyer,13477203073000,IDN,4,,"GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT 9, JL. MH. THAMRIN NO 51, GONDANGDIA, MENTENG, KOTA ADM. JAKARTA PUSAT DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Dimensi Multi Cahaya,buyer,317850543047000,IDN,4,,"APARTEMEN RIVERSIDE TOWER 1 A UNIT 01-10, JL.PLUIT KARANG BARAT NO. 50 PLUIT PENJARINGAN JAKARTA UTARA DKI JAKARTA 14450",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Prakarsa Mandiri,buyer,13938188043000,IDN,4,,RUKO INKOPAL KELAPA GADING C.69 JL BOULEVARD BRT KELAPA GADING BARAT KELAPA GADING JAKARTA UTARA,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Wijaya Karya,buyer,18343541606000,IDN,4,,JL. MANYAR KERTOARJO 7/3 KEL.MOJO - KEC. GUBENG SURABAYA - JAWA TIMUR,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sinar Surya System Indonesia,buyer,768471534643000,IDN,4,,"KAWASAN INDUSTRI DAN PERGUDANGAN INDOSERENA JL TAMBAKSAWAH NO 9 BLOK A7 RT. 002 RW, 001 TAMBAKSAWAH WARU KAB. SlDOARJO JAWA TIMUR -",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Oki Pulp & Paper Mills,buyer,32034811076000,IDN,4,,"Sinar Mas Land Plaza, Tower II, Lantai 9, Jl. M. H. Thamrin No.51, Gondangdia Menteng, Jakarta Pusat DKI Jakarta 10350",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sumber Energi Surya Nusantara,buyer,32787343061000,IDN,4,,"GEDUNG WORLD TRADE CENTRE 1 LT.5, JL. JEND. SUDIRMAN NO. 29-31 KARET SETIABUDI KOTA ADM.JAKARTA SELATAN DKI JAKARTA 12920",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Mahardika Teknotama Integrasi,buyer,958265977012000,IDN,4,,"GEDUNG OFFICE 8 LANTAI 18A, JL. JEND. SUDIRMAN NO.1, SENAYAN, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA, 12190",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Insan Sejahtera Engineering,buyer,802033423617000,IDN,4,,"RUKO JATIKEPUH INDAH, LARANGAN, CANDI, KAB.SIDOARJO, JAWA TIMUR, 62171",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Laros Multi Indoteknik,buyer,847929478603000,IDN,4,,"PERUMAHAN CITRA HARMONI BLOK H 1 NO.5 RT.036 RW.007 SIDODADI, TAMAN KAB.SIDOARJO JAWA TIMUR",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
